gene,scores,avg_logFC,p_val,p_val_adj
TNFRSF13B,0.029896779,0.20644136,0.9761493740479652,0.9934699050120472
CSHL1,0.025819946,0.06707407,0.9794009523900868,0.9934699050120472
JAK1,0.02473279,0.06364179,0.9802680999868314,0.9934699050120472
ITGA1,0.023237951,0.05853696,0.9814604657947922,0.9934699050120472
ITK,0.021471323,0.08929652,0.9828696785788201,0.9934699050120472
ITGAE,0.020655956,0.048956968,0.983520102774488,0.9934699050120472
DNTT,0.0195688,0.19255826,0.9843873520012411,0.9934699050120472
TM4SF1,0.016579123,0.061494358,0.9867723794273764,0.9934699050120472
CELSR1,0.015356073,0.22821783,0.9877481077489421,0.9934699050120472
AATK,0.0149483895,0.02780124,0.9880733546672051,0.9934699050120472
PDGFC,0.011143345,0.05499159,0.9911090809138722,0.9945786373925387
RSPO2,0.010599768,0.15443859,0.9915427676247643,0.9945786373925387
CSF2,0.0070665115,-0.0056609167,0.994361786428387,0.9945786373925387
ATG10,0.0067947228,-0.006191829,0.9945786373925387,0.9945786373925387
MMP1,-0.008969034,0.059250634,0.9928438422378479,0.9945786373925387
IFNA1,-0.014676601,0.07148707,0.9882901870505663,0.9934699050120472
ADGRE1,-0.01589965,0.08126111,0.9873144483679814,0.9934699050120472
MMP3,-0.01617144,0.046774648,0.9870976200749837,0.9934699050120472
TTR,-0.020655956,0.026442954,0.983520102774488,0.9934699050120472
ACVR1B,-0.021879006,-0.03425291,0.9825444707240522,0.9934699050120472
FZD3,-0.023781529,-0.051967025,0.9810268732958224,0.9934699050120472
IL1A,-0.024189213,0.035589293,0.980701682592915,0.9934699050120472
ACE,-0.027042996,-0.09834205,0.9784254404895592,0.9934699050120472
RAD51,-0.027858363,-0.10819952,0.9777751170572335,0.9934699050120472
LIF,-0.028537836,-0.0054874653,0.9772331921292989,0.9934699050120472
ADGRG6,-0.029353201,0.05784561,0.976582896108579,0.9934699050120472
CSF3,-0.029896779,0.0003302514,0.9761493740479652,0.9934699050120472
KRT80,-0.030168569,-0.15333095,0.9759326156516124,0.9934699050120472
ETV4,-0.033430036,0.039710537,0.973331658099563,0.9934699050120472
PPARG,-0.040496547,0.022513378,0.9676972597302973,0.9934699050120472
ADGRL2,-0.04973737,-0.003731699,0.9603316763166926,0.9934699050120472
TIE1,-0.050280947,-0.031187043,0.959898505976271,0.9934699050120472
G6PC2,-0.050280947,-0.04495434,0.959898505976271,0.9934699050120472
CD3E,-0.052319366,-0.010633273,0.9582742236836904,0.9934699050120472
IL36G,-0.052998837,-0.063060455,0.957732834413424,0.9934699050120472
SUCNR1,-0.054357782,0.05992841,0.9566501146093626,0.9934699050120472
NCR1,-0.055444937,-0.09431513,0.9557839962536463,0.9934699050120472
ADGRF4,-0.057619248,-0.18676254,0.9540519171796431,0.9934699050120472
HSD3B2,-0.058706403,0.03661328,0.9531859585019692,0.9934699050120472
BMP5,-0.058978193,0.049795583,0.9529694774280714,0.9934699050120472
MARCO,-0.059249982,-0.12014134,0.9527529998242547,0.9934699050120472
TIGIT,-0.059521772,0.005319373,0.9525365257064544,0.9934699050120472
KLRB1,-0.061967872,0.051044863,0.950588418145903,0.9934699050120472
RYK,-0.06454986,0.026959553,0.948532402953224,0.9934699050120472
HILPDA,-0.06468576,-0.03487298,0.9484242009993691,0.9934699050120472
ADGRD1,-0.06903438,-0.022817213,0.9449622515311381,0.9934699050120472
PTTG1,-0.07025743,-0.043335613,0.9439887626582096,0.9934699050120472
MMP7,-0.07243174,-0.068396345,0.9422583232354866,0.9934699050120472
FAS,-0.073383,-0.006754203,0.9415013411979904,0.9934699050120472
NLRC5,-0.07379069,-0.02110876,0.9411769364606698,0.9934699050120472
ARG1,-0.07623679,-0.066088006,0.9392307148522564,0.9934699050120472
APOD,-0.076508574,-0.05992251,0.9390144901965637,0.9934699050120472
ANGPT1,-0.07990594,-0.09304828,0.9363120664993456,0.9934699050120472
CXCL5,-0.08235204,-0.13884018,0.9343667738453763,0.9934699050120472
WNT2B,-0.085341714,-0.13972604,0.931989727202448,0.9934699050120472
IL16,-0.085341714,-0.07360317,0.931989727202448,0.9934699050120472
BMP4,-0.085613504,-0.03550718,0.9317736618062216,0.9934699050120472
SST,-0.08670066,-0.21593057,0.930909450654981,0.9934699050120472
NPR3,-0.087108344,-0.15222836,0.930585392418732,0.9934699050120472
PPBP,-0.089554444,-0.21474572,0.9286412865387315,0.9934699050120472
CDKN3,-0.09431075,-0.037378993,0.9248623100519274,0.9934699050120472
CLEC14A,-0.097300425,-0.041259814,0.9224878154740249,0.9934699050120472
SCGB3A1,-0.098387584,-0.03436362,0.9216245330260023,0.9934699050120472
ERBB2,-0.098659374,-0.07678354,0.921408726801717,0.9934699050120472
LGALS3BP,-0.098795265,-0.009092233,0.9213008258585865,0.9934699050120472
COL6A3,-0.101105474,-0.009092905,0.9194667330769818,0.9934699050120472
CALB1,-0.10137726,-0.0028666495,0.9192509854295197,0.9934699050120472
B3GNT7,-0.102464415,0.019984353,0.9183880544419836,0.9934699050120472
LEFTY1,-0.10409515,-0.092199005,0.917093838502186,0.9934699050120472
CELSR2,-0.106269464,-0.10846591,0.9153685595561246,0.9934699050120472
KRT4,-0.107628405,0.05191082,0.9142904621179934,0.9934699050120472
GZMB,-0.10925914,-0.032444533,0.9129969534925374,0.9934699050120472
CXCR2,-0.109802715,-0.14292856,0.9125658349933747,0.9934699050120472
CXCR1,-0.110618085,-0.16197902,0.9119192055297841,0.9934699050120472
MXRA8,-0.110618085,-0.1383193,0.9119192055297841,0.9934699050120472
CXCR6,-0.110889874,-0.03266707,0.9117036753142107,0.9934699050120472
APOB,-0.111433454,-0.064262435,0.9112726343858557,0.9934699050120472
COL6A1,-0.112248816,-0.025417091,0.9106261219861458,0.9934699050120472
ACKR1,-0.115238495,-0.2046654,0.9082560859678569,0.9934699050120472
ADGRB3,-0.117141016,-0.2074116,0.9067483049768346,0.9934699050120472
ADGRB2,-0.117412806,-0.19227555,0.9065329349947677,0.9934699050120472
MSMB,-0.117684595,-0.21917206,0.9063175718853701,0.9934699050120472
ARTN,-0.118228175,-0.24938154,0.9058868663473366,0.9934699050120472
FGF13,-0.119043544,-0.23199254,0.9052408599774779,0.9934699050120472
TACSTD2,-0.11931533,-0.23196203,0.9050255384335089,0.9934699050120472
DDX58,-0.121217854,-0.049968358,0.9035184840124565,0.9934699050120472
MECOM,-0.122033216,-0.3206056,0.9028727096154698,0.9934699050120472
BMP6,-0.122848585,-0.2484304,0.9022269994710147,0.9934699050120472
ST6GALNAC3,-0.124071635,-0.02197216,0.9012585556527715,0.9934699050120472
IFIT1,-0.124479316,-0.034127686,0.9009357736309589,0.9934699050120472
KRT16,-0.12556648,-0.04381371,0.9000751017970764,0.9934699050120472
ADGRV1,-0.12692542,-0.6596562,0.8989994273318496,0.9934699050120472
PDGFB,-0.127469,-0.043910693,0.8985692093822752,0.9934699050120472
CXCR3,-0.13426372,-0.12409858,0.8931940405216043,0.9934699050120472
PLA2R1,-0.13507909,-0.13018182,0.8925493448333894,0.9934699050120472
RAMP1,-0.13603035,-0.007419204,0.891797289632263,0.9934699050120472
VTN,-0.13643803,-0.1462543,0.8914750100101636,0.9934699050120472
MMP19,-0.13752519,-0.15354173,0.890615685464696,0.9934699050120472
EFNA5,-0.13766108,-0.13053608,0.8905082789090633,0.9934699050120472
SMARCB1,-0.14078665,-0.07198579,0.8880384866269465,0.9934699050120472
ITGB4,-0.14173791,-0.15329283,0.8872870252965821,0.9934699050120472
FGF12,-0.14228149,-0.17324436,0.8868576642666111,0.9934699050120472
EPHA3,-0.14350455,-0.2054637,0.8858917235477715,0.9934699050120472
CUZD1,-0.146766,-0.07130049,0.8833167142396082,0.9934699050120472
THBS2,-0.14730959,-0.23016661,0.8828876651039881,0.9934699050120472
NTRK2,-0.14771727,-0.24960923,0.8825659007905661,0.9934699050120472
TPM2,-0.14894032,-0.06261659,0.8816007243195101,0.9934699050120472
FASLG,-0.15274537,-0.117039956,0.878599083690224,0.9934699050120472
KRT20,-0.15587094,-0.07604903,0.8761347531305889,0.9934699050120472
EPHA7,-0.15627863,-0.4002004,0.8758134066984214,0.9934699050120472
GC,-0.15722989,-0.45087966,0.8750636780640958,0.9934699050120472
KRT24,-0.16062725,-0.14186807,0.8723869957406132,0.9934699050120472
IGHM,-0.16443229,-0.06746419,0.8693908466218352,0.9934699050120472
AHI1,-0.16443229,-0.17007022,0.8693908466218352,0.9934699050120472
AR,-0.16551945,-0.17423144,0.8685351463790444,0.9934699050120472
CYSTM1,-0.16579123,-0.07294386,0.8683212453370293,0.9934699050120472
IGHD,-0.16606303,-0.05331993,0.8681073539332246,0.9934699050120472
CD276,-0.17448848,-0.03422217,0.8614815847114887,0.9934699050120472
MEG3,-0.17734227,-0.12061784,0.8592395565692885,0.9934699050120472
VWF,-0.17938069,-0.31717756,0.8576388013929331,0.9934699050120472
NR1H4,-0.17965247,-0.2915044,0.8574254114450401,0.9934699050120472
CD69,-0.18182679,-0.09514268,0.8557186682287574,0.9934699050120472
COL4A2,-0.18182679,-0.08046454,0.8557186682287574,0.9934699050120472
PCNA,-0.18223447,-0.074218705,0.8553987287451355,0.9934699050120472
DDIT3,-0.18264215,-0.106347606,0.855078813030201,0.9934699050120472
CX3CL1,-0.18291393,-0.12774122,0.8548655491171218,0.9934699050120472
IGHG2,-0.18427289,-0.06686185,0.8537993888852007,0.9934699050120472
WNT11,-0.18454467,-0.3907987,0.853586188812054,0.9934699050120472
CD8B,-0.18563183,-0.49692813,0.8527334956040569,0.9934699050120472
GZMK,-0.1861754,-0.14316887,0.8523072134637086,0.9934699050120472
COL9A1,-0.18726255,-0.48993495,0.8514547787183299,0.9934699050120472
TNFSF18,-0.19663927,-0.16727443,0.8441098340540709,0.9934699050120472
ITGA2,-0.19731875,-0.19292921,0.8435781099867548,0.9934699050120472
CD70,-0.19949305,-0.09930896,0.8418770731677699,0.9934699050120472
NKG7,-0.20098789,-0.23563354,0.8407080378012051,0.9934699050120472
