gene,scores,avg_logFC,p_val,p_val_adj
G6PC2,-0.3352203,-0.65603465,0.7374588950493219,0.9997937165551851
OSM,-0.335634,-0.45585665,0.7371468963196253,0.9997937165551851
TSHZ2,-0.3357374,-0.34785047,0.7370689034032349,0.9997937165551851
FASLG,-0.3364613,-0.4416795,0.7365230288509691,0.9997937165551851
TUBB,-0.3371335,-0.2909099,0.7360162643687818,0.9997937165551851
B3GNT7,-0.33956376,-0.47415358,0.7341850753829786,0.9997937165551851
CCL28,-0.34090814,-0.515114,0.7331727255387639,0.9997937165551851
TACSTD2,-0.3412184,-0.5634142,0.7329391721600802,0.9997937165551851
CD84,-0.34142524,-0.4697444,0.7327834836413984,0.9997937165551851
GZMK,-0.3419423,-0.3999458,0.7323943104558073,0.9997937165551851
IL18,-0.3425628,-0.4392422,0.7319273934620372,0.9997937165551851
TNFSF15,-0.34282133,-0.26249608,0.7317328739939327,0.9997937165551851
ITGA6,-0.34638914,-0.3380764,0.729050270871841,0.9997937165551851
ADGRV1,-0.348716,-1.1989018,0.7273025302477524,0.9997937165551851
KRT7,-0.3487677,-0.37470084,0.7272637076370623,0.9997937165551851
RAD51,-0.34907794,-0.90300256,0.7270307866785961,0.9997937165551851
CXCL1,-0.3492848,-0.19705164,0.7268755200517071,0.9997937165551851
TNFSF9,-0.350836,-0.3848484,0.7257113782777519,0.9997937165551851
IL1RL1,-0.3514048,-0.54072636,0.7252846848620647,0.9997937165551851
TNFRSF18,-0.3519736,-0.2357583,0.7248580767224542,0.9997937165551851
FZD3,-0.36055705,-0.3130135,0.7184306091744721,0.9997937165551851
IL15,-0.36190143,-0.36984327,0.7174256859152239,0.9997937165551851
CALB1,-0.36262533,-0.4701297,0.7168847757585238,0.9997937165551851
MRC1,-0.3650556,-0.69905645,0.7150699028685836,0.9997937165551851
C5AR2,-0.36872685,-0.70646995,0.7123313413319163,0.9997937165551851
UPK3A,-0.37079513,-0.34156612,0.7107901192006868,0.9997937165551851
NOSIP,-0.37348393,-0.19353965,0.7087882976753026,0.9997937165551851
MS4A1,-0.37353563,-0.56622714,0.7087498207589916,0.9997937165551851
CST7,-0.37560394,-0.5297056,0.7072113544409139,0.9997937165551851
SPARCL1,-0.3760176,-0.39637756,0.7069038043620666,0.9997937165551851
FGR,-0.37648296,-0.52476794,0.7065578677019081,0.9997937165551851
CCR7,-0.37948203,-0.2868794,0.704329954656358,0.9997937165551851
ITGB6,-0.38015422,-0.50204915,0.7038309418759437,0.9997937165551851
COL4A5,-0.38124007,-0.3103728,0.7030251137275915,0.9997937165551851
NLRP1,-0.38253278,-0.4322367,0.7020662294350034,0.9997937165551851
TBX21,-0.3826362,-0.51509595,0.7019895391523259,0.9997937165551851
MT1X,-0.38310155,-0.17343001,0.7016444704436136,0.9997937165551851
BTK,-0.38641083,-0.32659066,0.6991924263047398,0.9997937165551851
SPOCK2,-0.3887894,-0.38474408,0.6974319537644293,0.9997937165551851
BST1,-0.38920304,-0.22746192,0.6971259504983793,0.9997937165551851
QRFPR,-0.39199525,-0.45642927,0.6950617191856997,0.9997937165551851
